                                                                      /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN14057012/SAMN14057012.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN14057014/SAMN14057014.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN14057015/SAMN14057015.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN14057016/SAMN14057016.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343052/SAMN15343052.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343053/SAMN15343053.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343054/SAMN15343054.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343072/SAMN15343072.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343073/SAMN15343073.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343074/SAMN15343074.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343075/SAMN15343075.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343076/SAMN15343076.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN17052265/SAMN17052265.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN17052266/SAMN17052266.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN17052267/SAMN17052267.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN17052268/SAMN17052268.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN17052269/SAMN17052269.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN17052270/SAMN17052270.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN19737266/SAMN19737266.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN19737267/SAMN19737267.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN21381061/SAMN21381061.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN21381062/SAMN21381062.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN25854941/SAMN25854941.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN25854942/SAMN25854942.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN25854967/SAMN25854967.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN25854968/SAMN25854968.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN25854969/SAMN25854969.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN25854970/SAMN25854970.bam  /gpfs0/scratch/mvc002/kendall/sra/bams/SAMN25854971/SAMN25854971.bam
/gpfs0/scratch/mvc002/kendall/sra/bams/SAMN14057012/SAMN14057012.bam  0.0                                                                   0.001712960642248177                                                  0.0018562936444043736                                                 0.0016625804130399092                                                 0.0024994150823238756                                                 0.002575106951383033                                                  0.002567500027102064                                                  0.0025781871774825304                                                 0.0025636909179592086                                                 0.002539767987363274                                                  0.0025546936599883455                                                 0.0025488964350991452                                                 0.0026464010652671216                                                 0.002480157142415115                                                  0.0025045613239728965                                                 0.0016389031579462341                                                 0.0026399378635652                                                    0.002160244510551702                                                  0.00307752627262962                                                   0.0029472197223113774                                                 0.003057597870588917                                                  0.0030910751229634523                                                 0.0021840628561964792                                                 0.0021539912353691687                                                 0.0018263471391854159                                                 0.0019733145387082086                                                 0.0019368403553342768                                                 0.0018846194115799393                                                 0.0018764113081398007
/gpfs0/scratch/mvc002/kendall/sra/bams/SAMN14057014/SAMN14057014.bam  0.001712960642248177                                                  0.0                                                                   0.0015430806109606153                                                 0.0016068540551071916                                                 0.0026434543195324005                                                 0.0026928290858148685                                                 0.0026766887539259876                                                 0.002716625006509024                                                  0.00268038276914626                                                   0.002672506139205339                                                  0.0026779969830314884                                                 0.0026768555712381437                                                 0.0026964007044243555                                                 0.0025125274081088545                                                 0.0025603688872709624                                                 0.0014766015447523853                                                 0.002701077259019191                                                  0.0022637558539311533                                                 0.003152372802008278                                                  0.0030166111821477493                                                 0.003156043306013077                                                  0.0032012882167625936                                                 0.0022500146104844835                                                 0.002180330302357068                                                  0.0018499783450180007                                                 0.00198601184936864                                                   0.0019306000806072908                                                 0.001895430854633962                                                  0.0019159775443820678
/gpfs0/scratch/mvc002/kendall/sra/bams/SAMN14057015/SAMN14057015.bam  0.0018562936444043736                                                 0.0015430806109606153                                                 0.0                                                                   0.00147627915455037                                                   0.002687388198086098                                                  0.0027343188524473843                                                 0.0027352657475880823                                                 0.0027478662389746004                                                 0.0027370213460666797                                                 0.00271197249122068                                                   0.0027305922348524014                                                 0.00271194941227311                                                   0.00267958823034417                                                   0.0024905753014856863                                                 0.0025486417920312365                                                 0.0016545191080736207                                                 0.002675295000021839                                                  0.002231523849140322                                                  0.003203642553648286                                                  0.0030199300475860125                                                 0.0031237636122612225                                                 0.0031736766694613235                                                 0.0022664831486549453                                                 0.0021919794690845942                                                 0.0019017360983174952                                                 0.0020288453452190734                                                 0.001962921486764663                                                  0.0019643564824946913                                                 0.0019125892610133094
/gpfs0/scratch/mvc002/kendall/sra/bams/SAMN14057016/SAMN14057016.bam  0.0016625804130399092                                                 0.0016068540551071916                                                 0.00147627915455037                                                   0.0                                                                   0.0026411939520954233                                                 0.002700675407568045                                                  0.0026834653271604805                                                 0.0027194897752838483                                                 0.0027044258495147657                                                 0.0026876722175631965                                                 0.002691109799006253                                                  0.0026804276757668812                                                 0.002728226125299041                                                  0.0025711572619468723                                                 0.00258341857046455                                                   0.0017616233693834317                                                 0.0027491817134171637                                                 0.0023050356976891556                                                 0.0032180893149194884                                                 0.003068565557426702                                                  0.0031081557752010193                                                 0.00316068096587948                                                   0.0022495912288621584                                                 0.0022327946257465485                                                 0.0019227010735581027                                                 0.0020571928959213586                                                 0.002021899832105056                                                  0.002003902914989633                                                  0.0019513855963262739
/gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343052/SAMN15343052.bam  0.0024994150823238756                                                 0.0026434543195324005                                                 0.002687388198086098                                                  0.0026411939520954233                                                 0.0                                                                   0.000282740043851911                                                  0.000242238785101246                                                  0.00030735206027289344                                                0.00027282330473374903                                                0.0002961725342638729                                                 0.00027342907270787504                                                0.0002665821972509187                                                 0.002577530663085026                                                  0.0023810491195197033                                                 0.0024461985656136762                                                 0.0012344091552012344                                                 0.002602839221886436                                                  0.002133424906798343                                                  0.0028818933348504286                                                 0.0028156009921550154                                                 0.002877866734345439                                                  0.002906886227756103                                                  0.0021189341993289837                                                 0.002034979650203498                                                  0.0018631206385368896                                                 0.002005075218209723                                                  0.0019890798200607263                                                 0.0020043086357748935                                                 0.0019842888028867977
/gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343053/SAMN15343053.bam  0.002575106951383033                                                  0.0026928290858148685                                                 0.0027343188524473843                                                 0.002700675407568045                                                  0.000282740043851911                                                  0.0                                                                   0.00016508603848401773                                                0.00013592184780821963                                                0.0001633692838056736                                                 0.0001348774387518439                                                 0.00016261654023672672                                                0.00016591128137661258                                                0.0026988618895952975                                                 0.002436081615124667                                                  0.002539393555014183                                                  0.001194038044522522                                                  0.002665108445215966                                                  0.002215577056200396                                                  0.0029802589552136547                                                 0.002928169467817306                                                  0.00293201213440149                                                   0.002969163384946746                                                  0.002226906876130877                                                  0.0021752473427990426                                                 0.0019740833091560542                                                 0.0021193673011542205                                                 0.002117496905940594                                                  0.002151884751820153                                                  0.0020978684501756243
/gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343054/SAMN15343054.bam  0.002567500027102064                                                  0.0026766887539259876                                                 0.0027352657475880823                                                 0.0026834653271604805                                                 0.000242238785101246                                                  0.00016508603848401773                                                0.0                                                                   0.00016744396994163398                                                0.00014052991615441033                                                0.00016862620954439026                                                0.0001382658157677284                                                 0.0001997501218168435                                                 0.002671404468531111                                                  0.0024293857729171253                                                 0.002550384026788327                                                  0.0012134388350987183                                                 0.0026742476889072254                                                 0.002229066477937731                                                  0.0029570588966536604                                                 0.0029032983289780274                                                 0.002930097508674602                                                  0.0029681271288063867                                                 0.0022392615935351514                                                 0.0021559976404761823                                                 0.002004543115090959                                                  0.0021229413040274783                                                 0.0020968336361555794                                                 0.0021350763109408634                                                 0.002102747209564302
/gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343072/SAMN15343072.bam  0.0025781871774825304                                                 0.002716625006509024                                                  0.0027478662389746004                                                 0.0027194897752838483                                                 0.00030735206027289344                                                0.00013592184780821963                                                0.00016744396994163398                                                0.0                                                                   0.00014571403407901253                                                0.00011367035998373709                                                0.0001527513344872618                                                 0.0001746607658280815                                                 0.002744148021688688                                                  0.0024612195377527973                                                 0.0025520350812179605                                                 0.0013698991016623198                                                 0.0027169917389478267                                                 0.002259933354428649                                                  0.002984583910027705                                                  0.0029241784456075282                                                 0.0029229043783424572                                                 0.0029503678397788313                                                 0.0023141314890566356                                                 0.00223691191442378                                                   0.002062142758413217                                                  0.00219452994019468                                                   0.0021855345735770494                                                 0.0022402974992513773                                                 0.0021855098536004494
/gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343073/SAMN15343073.bam  0.0025636909179592086                                                 0.00268038276914626                                                   0.0027370213460666797                                                 0.0027044258495147657                                                 0.00027282330473374903                                                0.0001633692838056736                                                 0.00014052991615441033                                                0.00014571403407901253                                                0.0                                                                   0.0001447833639370583                                                 0.00011167914519725905                                                0.00020136410722477189                                                0.0027392791045182823                                                 0.0024711085605730793                                                 0.002568419626668989                                                  0.0014228569894493813                                                 0.0027106406896933903                                                 0.0022839434211548923                                                 0.002979124897869221                                                  0.0029209793930228788                                                 0.002913031347491641                                                  0.002934895951868674                                                  0.00231126007484822                                                   0.0022222849487974726                                                 0.0020525221279715992                                                 0.0021777352786945927                                                 0.0021598260289483616                                                 0.0022044913756163963                                                 0.002154011847065159
/gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343074/SAMN15343074.bam  0.002539767987363274                                                  0.002672506139205339                                                  0.00271197249122068                                                   0.0026876722175631965                                                 0.0002961725342638729                                                 0.0001348774387518439                                                 0.00016862620954439026                                                0.00011367035998373709                                                0.0001447833639370583                                                 0.0                                                                   0.0001426570156128666                                                 0.00017120589357726317                                                0.002731640155842634                                                  0.002466357072641605                                                  0.002558798051885175                                                  0.0013538646682347793                                                 0.0027044253041659935                                                 0.002254290407424949                                                  0.0029567243464200814                                                 0.002901275188884818                                                  0.0028967483780370294                                                 0.002911244066360938                                                  0.002286192905250005                                                  0.0022424744131921423                                                 0.002051546152401174                                                  0.002180295618816722                                                  0.002166315461864541                                                  0.0022072345612017693                                                 0.0021528578980792184
/gpfs0/scratch/mvc002/kendall/sra/bams/SAMN15343075/SAMN15343075.bam  0.0025546936599883455                                                 0.0026779969830314884                                                 0.0027305922348524014                                                 0.002691109799006253                                                  0.00027342907270787504                                                0.00016261654023672672                                                0.0001382658157677284                                                 0.0001527513344872618                                                 0.00011167914519725905                                                0.0001426570156128666                                                 0.0                                                                   0.00020575674846527248                                                0.0027527167925672593                                                 0.0024721801889318563                                                 0.002581895148554272                                                  0.0014033572623738328                                                 0.002721151958319566                                                  0.002300499726711954                                                  0.0029942006037968695                                                 0.00294141025378677                                                   0.002923511992721499                                                  0.0029430176885772304                                                 0.0023209228250664895                                                 0.0022286363206208007                                                 0.0020560585729885684                                                 0.0021851417822994186                                                 0.0021562822902442347                                                 0.0022076570001095166                                                 0.00214165081876836
